okp_code,section,code,display_name,base_price
B01.063.001.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202202,"Прием (осмотр, консультация) врача-ортодонта первичный (амбулаторно)",3000
B01.063.002.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202203,"Прием (осмотр, консультация) врача-ортодонта повторный (амбулаторно)",500
B01.065.001.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202204,"Прием (осмотр, консультация) врача-стоматолога-терапевта первичный (амбулаторно)",1500
B01.065.002.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202205,"Прием (осмотр, консультация) врача-стоматолога-терапевта повторный (амбулаторно)",500
B01.066.001.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202206,"Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный (амбулаторно)",1500
B01.066.002.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202207,"Прием (осмотр, консультация) врача-стоматолога-ортопеда повторный (амбулаторно)",500
B01.067.001.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202208,"Прием (осмотр, консультация) врача-стоматолога-хирурга первичный (амбулаторно)",1500
B01.067.002.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202209,"Прием (осмотр, консультация) врача-стоматолога-хирурга повторный (амбулаторно)",500
B04.065.002.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",202210,"Профилактический прием (осмотр, консультация) врача-стоматолога-терапевта (амбулаторно)",1500
B01.064.003.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202255,"Прием (осмотр, консультация) врача-стоматолога детского первичный (амбулаторно)",2000
B01.064.004.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202256,"Прием (осмотр, консультация) врача-стоматолога детского повторный (амбулаторно)",1000
B01.064.033.ZZZ.(03),"Прием (осмотр, консультация) для амбулаторных пациентов",202257,"Прием (осмотр, консультация) врача-стоматолога хирурга детского первичный (амбулаторно)",2000
B01.064.044.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",202258,"Прием (осмотр, консультация) врача-стоматолога хирурга детского повторный (амбулаторно)",1000
B01.063.001.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101477,"Прием (осмотр, консультация) врача-ортодонта первичный",1500
B01.063.002.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101478,"Прием (осмотр, консультация) врача-ортодонта повторный",500
B01.065.001.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101479,"Прием (осмотр, консультация) врача-стоматолога-терапевта первичный",1500
B01.065.001.ZZZ.(04),"Прием (осмотр, консультация) для амбулаторных пациентов",1014791,"Прием (осмотр, консультация) врача-стоматолога первичный, ознакомительный",500
B01.065.002.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101480,"Прием (осмотр, консультация) врача-стоматолога-терапевта повторный",500
B01.066.001.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101481,"Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный",1500
B01.066.002.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101482,"Прием (осмотр, консультация) врача-стоматолога-ортопеда повторный",500
B01.067.001.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101483,"Прием (осмотр, консультация) врача-стоматолога-хирурга первичный",1500
B01.067.002.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101484,"Прием (осмотр, консультация) врача-стоматолога-хирурга повторный",500
B01.068.001.ZZZ,"Прием (осмотр, консультация) для амбулаторных пациентов",101485,"Прием (осмотр, консультация) врача - челюстно-лицевого хирурга первичный",4200
B01.064.003.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101642,"Прием (осмотр, консультация) врача-стоматолога детского первичный",1500
B01.064.004.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101643,"Прием (осмотр, консультация) врача-стоматолога детского повторный",1000
B01.064.033.ZZZ.(01),"Прием (осмотр, консультация) для амбулаторных пациентов",101644,"Прием (осмотр, консультация) врача-стоматолога хирурга детского первичный",1500
B01.064.044.ZZZ.(02),"Прием (осмотр, консультация) для амбулаторных пациентов",101645,"Прием (осмотр, консультация) врача-стоматолога хирурга детского повторный",1000
B04.065.002.ZZZ,"Прием (осмотр, консультация) для амбулаторных пациентов",101715,"Профилактический прием (осмотр, консультация) врача-стоматолога-терапевта",1200
A06.07.013.ZZZ,Рентгенологическое исследование,800000,Компьютерная томография челюстно-лицевой области,4900
A06.07.008.ZZZ,Рентгенологическое исследование,800001,Телерентгенограмма в боковой проекции,1700
A06.07.012.ZZZ.(001),Рентгенологическое исследование,800002,Радиовизиография,500
A06.07.014.ZZZ.(009),Рентгенологическое исследование,800003,Рентгенография зуба,500
A06.07.004.ZZZ.(010),Рентгенологическое исследование,800004,Ортопантомография,1700
A02.07.004.ZZZ.(008),Рентгенологическое исследование,800005,Антропометрические исследования: расчёт боковой телерентгенограммы,3800
А06.30.002,Рентгенологическое исследование,800006,Описание и интерпретация рентгенографических изображений,4900
A02.07.010.ZZZ.(003),Снятие оттисков,800100,Снятие оттиска с одной челюсти силиконовым материалом (А - силикон),3000
A02.07.010.ZZZ.(005),Снятие оттисков,800101,Снятие оттиска с одной челюсти силиконовым материалом (С - силикон),2000
A02.07.010.ZZZ.(007),Снятие оттисков,800102,Снятие оттиска с одной челюсти полиэфирным слепочным материалом,4500
A02.07.010.ZZZ.(008),Снятие оттисков,800103,Снятие оттиска с одной челюсти альгинатной массой,1500
A02.07.010.ZZZ.(020),Снятие оттисков,800104,Снятие оттиска с одной челюсти силиконовым материалом (силиконовый ключ),1500
А02.07.010.009,Снятие оттисков,800105,Снятие оттиска с одной челюсти: изготовление индивидуальной ложки,3000
А02.07.010.033,Снятие оттисков,800106,Снятие оттиска с одной челюсти с использованием индивидуальной ложки с имплантатов открытым методом,5400
А02.07.010.012,Снятие оттисков,800107,Снятие оттиска с одной челюсти с использованием внутриротового оптического цифрового сканера,5400
B01.003.004.002,Анестезия,800200,Проводниковая анестезия,1300
B01.003.004.004,Анестезия,800201,Аппликационная анестезия,500
B01.003.004.005,Анестезия,800202,Инфильтрационная анестезия,1000
A15.07.002.ZZZ.(001),Изоляция,800300,Изоляция системой ОптраГейт для улучшенной визуализации полости рта,1500
А16.07.082.100.(001),Изоляция,800301,Изоляция системой Коффердам (Раббердам) при сошлифовывании твердых тканей зуба,1700
А16.07.002.100,Изоляция,800302,Изоляция системой Коффердам (Раббердам) при восстановлении зуба пломбой,1700
А16.07.008.100,Изоляция,800303,Изоляция системой Коффердам (Раббердам) при лечении корневого канала зуба,2200
A16.07.003.100,Изоляция,800304,"Изоляция системой Коффердам (Раббердам) при восстановлении зуба вкладками, виниром, полукоронкой, коронкой",3300
A12.07.003.ZZZ,Неинвазивные,800400,Определение индексов гигиены полости рта,1700
A12.07.004.ZZZ,Неинвазивные,800401,Определение пародонтальных индексов,1700
A05.07.001.ZZZ.(002),Неинвазивные,800402,Электроодонтодиагностика (ЭОД) в области 1-го зуба,1000
A11.07.012.ZZZ.(034),Неинвазивные,800403,Глубокое фторирование эмали зуба при гиперчувствительности,1000
A16.07.025.ZZZ.(026),Инвазивные,800500,Избирательное пришлифовывание твердых тканей зуба (диагностическое препарирование),2800
A16.07.092.ZZZ,Инвазивные,800501,"Трепанация зуба, искусственной коронки",1500
A16.07.094.ZZZ.(001),Инвазивные,800502,"Удаление внутриканального штифта / вкладки (извлечение анкерного штифта, фиксированного инородного тела, отломков инструментов)",2500
A16.07.002.ZZZ.(017),Инвазивные,800503,Наложение временной пломбы (Септопак),1100
A16.07.002.ZZZ.(020),Инвазивные,800504,Наложение временной пломбы светового отверждения,1500
A16.07.053.ZZZ,Инвазивные,800505,Снятие несъемной ортопедической конструкции,1200
A16.07.094.(003),Инвазивные,800506,Удаление внутриканального штифта / вкладки в процессе ортопедического лечения,4900
A23.07.002.ZZZ.(080),Инвазивные,800507,Услуги по изготовлению ортопедической конструкции стоматологической: временная фиксация несъемной конструкции,1100
А02.07.004.002,Функциональная диагностика и планирование,800600,Антропометрические исследования (медицинское фотографирование),1200
А02.07.010.102,Анализ моделей,800700,Исследование на диагностических моделях челюстей. Модель напечатанная на 3D принтере,3800
A02.07.010.ZZZ.(015),Анализ моделей,800701,Исследование на диагностических моделях челюстей. Гипсовая модель,1500
A23.07.002.101,Анализ моделей,800702,Загипсовка моделей в артикулятор,1100
A02.07.010.ZZZ,Анализ моделей,800703,Исследование на диагностических моделях челюстей в ортодонтии,2200
A02.07.004.ZZZ.(001),Анализ моделей,800704,Антропометрические исследования моделей челюстей (1 челюсть),2800
A23.07.002.ZZZ.(076),Анализ моделей,800705,Изготовление контрольной модели: гипсовка модели в артикуляторе с применением лицевой дуги,5400
А02.07.010.101,Анализ моделей,800706,Анализ моделей в артикуляторе,8100
A23.07.002.100,Анализ моделей,800707,Загипсовка моделей в артикулятор с помощью лицевой дуги,2500
A02.07.015.ZZZ,Анализ и коррекция прикуса,800800,Кондилография височно-нижнечелюстного сустава,53500
A02.07.006.001,Анализ и коррекция прикуса,800801,Определение вида смыкания зубных рядов с помощью лицевой дуги (малый функциональный анализ),26800
A02.07.006.ZZZ,Анализ и коррекция прикуса,800802,Определение прикуса,2000
A02.07.006.ZZZ.(002),Анализ и коррекция прикуса,800803,Определение конструктивного прикуса при помощи воскового шаблона с прикусными валиками,3500
A02.07.076.ZZZ.(002),Анализ и коррекция прикуса,800804,Определение конструктивного прикуса при помощи воскового шаблона с винтовой фиксацией на дентальных имплантатах,7500
A02.07.010.ZZZ.(010),Анализ и коррекция прикуса,800805,"Исследование на диагностических моделях челюстей с восковой моделировкой (Wax-Up) будущей ортопедической конструкции с целью планирования препарирования, эстетики и функции (1 единица)",2500
A02.07.010.100,Анализ и коррекция прикуса,800806,"Определение прикуса при помощи примерки в полости рта результата воскового моделирования (Mock-Up) из временного композитного материала, планирования эстетики и функции (1 единица)",1500
A16.07.021.100,Анализ и коррекция прикуса,800807,Коррекция прикуса с использованием съемных и несъемных ортопедических конструкций: изготовление межокклюзионной разобщающей сплинт-шины,26800
A02.07.006.ZZZ.(003),Анализ и коррекция прикуса,800808,Определение вида смыкания зубных рядов с помощью окклюзионной шины,9700
A23.07.002.ZZZ.(084),Анализ и коррекция прикуса,800809,Услуги по изготовлению ортопедической конструкции стоматологической: изготовление каппы при бруксизме,7000
A23.07.002.043,Анализ и коррекция прикуса,800810,Изготовление боксерской шины,18800
A16.07.054.ZZZ.(008),Хирургическое планирование,800900,Исследование на диагностических моделях челюстей: изготовление хирургического шаблона для позиционирования имплантатов (до трех единиц),17800
A02.07.010.ZZZ.(023),Хирургическое планирование,800901,Исследование на диагностических моделях челюстей: позиционирование дополнительного имплантата в хирургическом шаблоне для имплантации,2100
A02.07.001.ZZZ.(044),Использование операционного микроскопа,801000,Осмотр полости рта с помощью дополнительных инструментов (Использование операционного микроскопа),6500
А16.07.082.100,Использование операционного микроскопа,801001,Сошлифовывание твердых тканей зуба с использованием операционного микроскопа,12900
А16.07.030.100,Использование операционного микроскопа,801002,Инструментальная и медикаментозная обработка корневого канала с использованием операционного микроскопа,4300
А16.07.020.100,Использование операционного микроскопа,801003,Удаление наддесневых и поддесневых зубных отложений с использованием операционного микроскопа,6500
А16.07.097.100,Использование операционного микроскопа,801004,Наложение шва на слизистую оболочку рта с использованием операционного микроскопа,1300
A16.07.050.ZZZ.(001),Профессиональная гигиена и стоматологическое СПА,802000,Профессиональное отбеливание зубов,37500
A16.07.051.112,Профессиональная гигиена и стоматологическое СПА,802001,Профессиональная гигиена полости рта и зубов по технологии GBT,20600
A16.07.051.ZZZ,Профессиональная гигиена и стоматологическое СПА,802002,Профессиональная гигиена полости рта и зубов,10600
A14.07.008.ZZZ,Профессиональная гигиена и стоматологическое СПА,802003,"Обучение гигиене полости рта и зубов индивидуальное, подбор средств и предметов гигиены полости рта.",1300
A16.07.025.ZZZ.(004),Профессиональная гигиена и стоматологическое СПА,802004,Избирательное пришлифовывание твердых тканей зуба и полировка пастами (2 челюсти),2700
A16.07.051.ZZZ.(001),Профилактическая стоматология и пародонтология,803000,Профессиональная гигиена полости рта и зубов (диагностическая гигиена полости рта и зубов),6400
A22.07.002.ZZZ.(002),Профилактическая стоматология и пародонтология,803001,Ультразвуковое удаление наддесневых и поддесневых зубных отложений аппаратом VECTOR в области 1-й челюсти,14000
A22.07.002.ZZZ.(001),Профилактическая стоматология и пародонтология,803002,Ультразвуковое удаление наддесневых и поддесневых зубных отложений аппаратом VECTOR в области 1-го зуба,1300
A11.07.010.ZZZ,Профилактическая стоматология и пародонтология,803003,Введение лекарственных препаратов в пародонтальный карман,900
A15.07.003.ZZZ.(002),Профилактическая стоматология и пародонтология,803004,Наложение лечебной повязки при заболеваниях слизистой оболочки полости рта и пародонта в области одной челюсти при пародонтологическом лечении,900
A16.07.019.ZZZ.(002),Профилактическая стоматология и пародонтология,803005,"Временное шинирование при заболеваниях пародонта в области 1го зуба материалом светового отверждения с использованием каркасной ленты Риббонт, Фибер-Сплинт, Гласспан",4400
A11.07.012.ZZZ,Профилактическая стоматология и пародонтология,803006,Глубокое фторирование эмали зуба,800
A11.07.024.ZZZ,Профилактическая стоматология и пародонтология,803007,Местное применение реминерализующих препаратов в области зуба,1200
A16.07.020.ZZZ,Профилактическая стоматология и пародонтология,803008,Удаление наддесневых и поддесневых зубных отложений,800
A11.07.022.ZZZ,Профилактическая стоматология и пародонтология,803009,Аппликация лекарственного препарата на слизистую оболочку полости рта,1000
A15.07.003.ZZZ.(001),Профилактическая стоматология и пародонтология,803010,"Наложение лечебной повязки при заболеваниях слизистой оболочки полости рта и пародонта в области одной челюсти (Септопак, Диплен, Фармадонт)",1200
